transaction_id,sku,quantity,unit_price,total_amount,sale_date,channel
280-35-5823,home-and-lifestyle-86_72,1,86.72,91.06,2019-01-17,online
554-53-8700,home-and-lifestyle-56_11,2,56.11,117.83,2019-02-02,offline
354-25-5821,sports-and-travel-69_12,6,69.12,435.46,2019-02-08,offline
228-96-1411,food-and-beverages-98_70,8,98.7,829.08,2019-03-04,offline
617-15-4209,health-and-beauty-15_37,2,15.37,32.28,2019-03-16,offline
132-32-9879,electronic-accessories-93_96,4,93.96,394.63,2019-03-09,offline
370-41-7321,health-and-beauty-56_69,9,56.69,535.72,2019-02-27,offline
727-46-3608,food-and-beverages-20_01,9,20.01,189.09,2019-02-06,online
669-54-1719,electronic-accessories-18_93,6,18.93,119.26,2019-02-10,offline
574-22-5561,fashion-accessories-82_63,10,82.63,867.62,2019-03-19,online
326-78-5178,food-and-beverages-91_40,7,91.4,671.79,2019-02-03,offline
162-48-8011,food-and-beverages-44_59,5,44.59,234.1,2019-02-10,offline
616-24-2851,fashion-accessories-17_87,4,17.87,75.05,2019-03-22,online
778-71-5554,fashion-accessories-15_43,1,15.43,16.2,2019-01-25,offline
242-55-6721,home-and-lifestyle-16_16,2,16.16,33.94,2019-03-07,online
399-46-5918,electronic-accessories-85_98,8,85.98,722.23,2019-02-28,offline
106-35-6779,home-and-lifestyle-44_34,2,44.34,93.11,2019-03-27,offline
635-40-6220,health-and-beauty-89_60,8,89.6,752.64,2019-02-07,online
817-48-8732,home-and-lifestyle-72_35,10,72.35,759.67,2019-01-20,offline
120-06-4233,electronic-accessories-30_61,6,30.61,192.84,2019-03-12,offline
285-68-5083,sports-and-travel-24_74,3,24.74,77.93,2019-02-15,offline
803-83-5989,home-and-lifestyle-55_73,6,55.73,351.1,2019-02-24,online
347-34-2234,sports-and-travel-55_07,9,55.07,520.41,2019-02-03,online
199-75-8169,sports-and-travel-15_81,10,15.81,166,2019-03-06,offline
853-23-2453,health-and-beauty-75_74,4,75.74,318.11,2019-02-14,offline
877-22-3308,health-and-beauty-15_87,10,15.87,166.63,2019-03-13,offline
838-78-4295,health-and-beauty-33_47,2,33.47,70.29,2019-02-10,online
109-28-2512,fashion-accessories-97_61,6,97.61,614.94,2019-01-07,online
232-11-3025,sports-and-travel-78_77,10,78.77,827.09,2019-01-24,offline
382-03-4532,health-and-beauty-18_33,1,18.33,19.25,2019-02-02,offline
393-65-2792,food-and-beverages-89_48,10,89.48,939.54,2019-01-06,offline
796-12-2025,fashion-accessories-62_12,10,62.12,652.26,2019-02-11,offline
510-95-6347,food-and-beverages-48_52,3,48.52,152.84,2019-03-05,online
841-35-6630,electronic-accessories-75_91,6,75.91,478.23,2019-03-09,offline
287-21-9091,home-and-lifestyle-74_67,9,74.67,705.63,2019-01-22,online
732-94-0499,electronic-accessories-41_65,10,41.65,437.32,2019-01-13,offline
263-10-3913,fashion-accessories-49_04,9,49.04,463.43,2019-01-09,offline
381-20-0914,fashion-accessories-20_01,9,20.01,189.09,2019-01-12,offline
829-49-1914,food-and-beverages-78_31,10,78.31,822.25,2019-03-05,online
756-01-7507,health-and-beauty-20_38,5,20.38,107,2019-01-22,offline
870-72-4431,health-and-beauty-99_19,6,99.19,624.9,2019-01-21,offline
847-38-7188,food-and-beverages-96_68,3,96.68,304.54,2019-01-26,online
480-63-2856,food-and-beverages-19_25,8,19.25,161.7,2019-01-23,online
787-56-0757,food-and-beverages-80_36,4,80.36,337.51,2019-02-23,offline
360-39-5055,sports-and-travel-48_91,5,48.91,256.78,2019-03-09,offline
730-50-9884,sports-and-travel-83_06,7,83.06,610.49,2019-03-05,online
362-58-8315,fashion-accessories-76_52,5,76.52,401.73,2019-03-25,offline
633-44-8566,food-and-beverages-49_38,7,49.38,362.94,2019-03-27,offline
504-35-8843,sports-and-travel-42_47,1,42.47,44.59,2019-01-02,offline
318-68-5053,health-and-beauty-76_99,6,76.99,485.04,2019-02-27,offline
565-80-5980,home-and-lifestyle-47_38,4,47.38,199,2019-01-23,offline
225-32-0908,sports-and-travel-44_86,10,44.86,471.03,2019-01-26,online
873-51-0671,sports-and-travel-21_98,7,21.98,161.55,2019-01-10,online
152-08-9985,health-and-beauty-64_36,9,64.36,608.2,2019-03-12,offline
512-91-0811,health-and-beauty-89_75,1,89.75,94.24,2019-02-06,offline
594-34-4444,electronic-accessories-97_16,1,97.16,102.02,2019-03-08,online
766-85-7061,health-and-beauty-87_87,10,87.87,922.63,2019-03-29,online
871-39-9221,electronic-accessories-12_45,6,12.45,78.44,2019-02-09,offline
865-92-6136,food-and-beverages-52_75,3,52.75,166.16,2019-03-23,online
733-01-9107,home-and-lifestyle-82_70,6,82.7,521.01,2019-03-05,offline
163-56-7055,fashion-accessories-48_71,1,48.71,51.15,2019-03-26,offline
189-98-2939,fashion-accessories-78_55,9,78.55,742.3,2019-03-01,offline
551-21-3069,electronic-accessories-23_07,9,23.07,218.01,2019-02-01,offline
212-62-1842,food-and-beverages-58_26,6,58.26,367.04,2019-03-28,offline
716-39-1409,health-and-beauty-30_35,7,30.35,223.07,2019-03-19,offline
704-48-3927,electronic-accessories-88_67,10,88.67,931.03,2019-01-12,online
628-34-3388,fashion-accessories-27_38,6,27.38,172.49,2019-01-05,offline
630-74-5166,sports-and-travel-62_13,6,62.13,391.42,2019-03-22,offline
588-01-7461,food-and-beverages-33_98,9,33.98,321.11,2019-03-24,offline
861-77-0145,electronic-accessories-81_97,10,81.97,860.68,2019-03-03,offline
479-26-8945,sports-and-travel-16_49,2,16.49,34.63,2019-02-05,online
210-67-5886,health-and-beauty-98_21,3,98.21,309.36,2019-02-05,offline
227-78-1148,fashion-accessories-72_84,7,72.84,535.37,2019-02-15,offline
645-44-1170,home-and-lifestyle-58_07,9,58.07,548.76,2019-01-19,online
237-01-6122,home-and-lifestyle-80_79,9,80.79,763.47,2019-02-01,offline
225-98-1496,fashion-accessories-27_02,3,27.02,85.11,2019-03-02,offline
291-32-1427,fashion-accessories-21_94,5,21.94,115.19,2019-03-05,online
659-65-8956,fashion-accessories-51_36,1,51.36,53.93,2019-01-16,online
642-32-2990,food-and-beverages-10_96,10,10.96,115.08,2019-02-02,online
378-24-2715,home-and-lifestyle-53_44,2,53.44,112.22,2019-01-20,online
638-60-7125,electronic-accessories-99_56,8,99.56,836.3,2019-02-14,offline
659-36-1684,sports-and-travel-57_12,7,57.12,419.83,2019-01-12,offline
219-22-9386,sports-and-travel-99_96,9,99.96,944.62,2019-03-09,offline
336-78-2147,home-and-lifestyle-63_91,8,63.91,536.84,2019-03-13,offline
268-27-6179,fashion-accessories-56_47,8,56.47,474.35,2019-03-09,online
668-90-8900,home-and-lifestyle-93_69,7,93.69,688.62,2019-03-10,offline
870-54-3162,sports-and-travel-32_25,5,32.25,169.31,2019-01-27,offline
189-08-9157,fashion-accessories-31_73,9,31.73,299.85,2019-01-08,offline
663-86-9076,food-and-beverages-68_54,8,68.54,575.74,2019-01-08,online
549-84-7482,sports-and-travel-90_28,9,90.28,853.15,2019-02-08,online
191-10-6171,fashion-accessories-39_62,7,39.62,291.21,2019-01-25,offline
802-70-5316,sports-and-travel-92_13,6,92.13,580.42,2019-03-06,offline
695-51-0018,sports-and-travel-34_84,4,34.84,146.33,2019-02-10,offline
590-83-4591,electronic-accessories-87_45,6,87.45,550.93,2019-02-17,offline
483-71-1164,health-and-beauty-81_30,6,81.3,512.19,2019-03-08,online
597-78-7908,fashion-accessories-90_22,3,90.22,284.19,2019-02-18,offline
700-81-1757,electronic-accessories-26_31,5,26.31,138.13,2019-01-18,offline
354-39-5160,home-and-lifestyle-34_42,6,34.42,216.85,2019-02-18,offline
241-72-9525,sports-and-travel-51_91,10,51.91,545.05,2019-02-16,offline
575-30-8091,sports-and-travel-72_50,8,72.5,609,2019-03-16,online
731-81-9469,sports-and-travel-89_80,10,89.8,942.9,2019-01-23,offline
280-17-4359,health-and-beauty-90_50,10,90.5,950.25,2019-01-25,offline
338-65-2210,health-and-beauty-68_60,10,68.6,720.3,2019-02-05,offline
488-25-4221,food-and-beverages-30_41,1,30.41,31.93,2019-02-22,offline
239-10-7476,home-and-lifestyle-77_95,6,77.95,491.08,2019-01-21,online
458-41-1477,health-and-beauty-46_26,6,46.26,291.44,2019-03-08,offline
685-64-1609,fashion-accessories-30_14,10,30.14,316.47,2019-02-10,online
568-90-5112,health-and-beauty-66_14,4,66.14,277.79,2019-03-19,offline
262-47-2794,home-and-lifestyle-71_86,8,71.86,603.62,2019-03-06,offline
238-49-0436,health-and-beauty-32_46,8,32.46,272.66,2019-03-27,offline
608-96-3517,fashion-accessories-91_54,4,91.54,384.47,2019-03-23,offline
584-86-7256,sports-and-travel-34_56,7,34.56,254.02,2019-03-11,offline
746-94-0204,fashion-accessories-83_24,9,83.24,786.62,2019-01-29,offline
214-17-6927,food-and-beverages-16_48,6,16.48,103.82,2019-02-07,online
400-89-4171,sports-and-travel-80_97,8,80.97,680.15,2019-01-28,offline
782-95-9291,food-and-beverages-92_29,5,92.29,484.52,2019-02-20,offline
279-74-2924,electronic-accessories-72_17,1,72.17,75.78,2019-01-04,offline
307-85-2293,home-and-lifestyle-50_28,5,50.28,263.97,2019-03-07,online
743-04-1105,health-and-beauty-97_22,9,97.22,918.73,2019-03-30,online
423-57-2993,sports-and-travel-93_39,6,93.39,588.36,2019-03-27,online
894-41-5205,food-and-beverages-43_18,8,43.18,362.71,2019-01-19,offline
275-28-0149,sports-and-travel-63_69,1,63.69,66.87,2019-02-25,offline
101-17-6199,food-and-beverages-45_79,7,45.79,336.56,2019-03-13,offline
423-80-0988,sports-and-travel-76_40,2,76.4,160.44,2019-01-30,online
548-46-9322,food-and-beverages-39_90,10,39.9,418.95,2019-02-20,offline
505-02-0892,health-and-beauty-42_57,8,42.57,357.59,2019-02-25,online
234-65-2137,home-and-lifestyle-95_58,10,95.58,1003.59,2019-01-16,offline
687-47-8271,fashion-accessories-98_98,10,98.98,1039.29,2019-02-08,offline
796-32-9050,food-and-beverages-51_28,6,51.28,323.06,2019-01-19,offline
105-31-1824,sports-and-travel-69_52,7,69.52,510.97,2019-02-01,offline
249-42-3782,health-and-beauty-70_01,5,70.01,367.55,2019-01-03,online
316-55-4634,food-and-beverages-80_05,5,80.05,420.26,2019-01-26,offline
733-33-4967,electronic-accessories-20_85,8,20.85,175.14,2019-03-03,offline
608-27-6295,electronic-accessories-52_89,6,52.89,333.21,2019-01-19,offline
414-12-7047,food-and-beverages-19_79,8,19.79,166.24,2019-01-18,online
827-26-2100,home-and-lifestyle-33_84,9,33.84,319.79,2019-03-21,online
175-54-2529,food-and-beverages-22_17,8,22.17,186.23,2019-03-03,offline
139-52-2867,fashion-accessories-22_51,7,22.51,165.45,2019-02-13,offline
407-63-8975,food-and-beverages-73_88,6,73.88,465.44,2019-03-23,online
342-65-4817,health-and-beauty-86_80,3,86.8,273.42,2019-01-28,online
130-98-8941,fashion-accessories-64_26,7,64.26,472.31,2019-02-09,offline
434-83-9547,food-and-beverages-38_47,8,38.47,323.15,2019-01-23,offline
851-28-6367,sports-and-travel-15_50,10,15.5,162.75,2019-03-23,online
824-88-3614,health-and-beauty-34_31,8,34.31,288.2,2019-01-25,online
586-25-0848,sports-and-travel-12_34,7,12.34,90.7,2019-03-04,offline
895-66-0685,food-and-beverages-18_08,3,18.08,56.95,2019-03-05,online
305-14-0245,home-and-lifestyle-94_49,8,94.49,793.72,2019-03-03,online
732-04-5373,home-and-lifestyle-46_47,4,46.47,195.17,2019-02-08,offline
400-60-7251,home-and-lifestyle-74_07,1,74.07,77.77,2019-02-10,online
593-65-1552,home-and-lifestyle-69_81,4,69.81,293.2,2019-01-28,offline
284-34-9626,home-and-lifestyle-77_04,3,77.04,242.68,2019-02-11,offline
437-58-8131,fashion-accessories-73_52,2,73.52,154.39,2019-01-15,online
286-43-6208,food-and-beverages-87_80,9,87.8,829.71,2019-03-16,offline
641-43-2399,home-and-lifestyle-25_55,4,25.55,107.31,2019-01-26,online
831-07-6050,electronic-accessories-32_71,5,32.71,171.73,2019-03-19,offline
556-86-3144,fashion-accessories-74_29,1,74.29,78,2019-01-13,offline
848-24-9445,health-and-beauty-43_70,2,43.7,91.77,2019-03-26,offline
856-22-8149,home-and-lifestyle-25_29,1,25.29,26.55,2019-03-23,online
699-01-4164,health-and-beauty-41_50,4,41.5,174.3,2019-03-12,offline
420-11-4919,food-and-beverages-71_39,5,71.39,374.8,2019-02-17,offline
606-80-4905,sports-and-travel-19_15,6,19.15,120.64,2019-01-29,offline
542-41-0513,electronic-accessories-57_49,4,57.49,241.46,2019-03-15,offline
426-39-2418,electronic-accessories-61_41,7,61.41,451.36,2019-01-14,offline
875-46-5808,health-and-beauty-25_90,10,25.9,271.95,2019-02-06,online
394-43-4238,home-and-lifestyle-17_77,5,17.77,93.29,2019-02-15,offline
749-24-1565,health-and-beauty-23_03,9,23.03,217.63,2019-01-03,online
672-51-8681,electronic-accessories-66_65,9,66.65,629.84,2019-01-04,offline
263-87-5680,home-and-lifestyle-28_53,10,28.53,299.56,2019-03-18,online
573-58-9734,fashion-accessories-30_37,3,30.37,95.67,2019-03-28,online
817-69-8206,electronic-accessories-99_73,9,99.73,942.45,2019-03-02,offline
888-02-0338,electronic-accessories-26_23,9,26.23,247.87,2019-01-25,online
677-11-0152,food-and-beverages-93_26,9,93.26,881.31,2019-01-16,offline
142-63-6033,home-and-lifestyle-92_36,5,92.36,484.89,2019-03-20,online
656-16-1063,sports-and-travel-46_42,3,46.42,146.22,2019-01-04,offline
891-58-8335,sports-and-travel-29_61,7,29.61,217.63,2019-03-11,offline
802-43-8934,home-and-lifestyle-18_28,1,18.28,19.19,2019-03-22,offline
560-30-5617,sports-and-travel-24_77,5,24.77,130.04,2019-03-24,offline
319-74-2561,electronic-accessories-94_64,3,94.64,298.12,2019-02-21,offline
549-03-9315,fashion-accessories-94_87,8,94.87,796.91,2019-02-12,online
790-29-1172,food-and-beverages-57_34,3,57.34,180.62,2019-03-10,offline
239-36-3640,electronic-accessories-45_35,6,45.35,285.7,2019-01-31,online
468-01-2051,food-and-beverages-62_08,7,62.08,456.29,2019-03-06,online
389-25-3394,electronic-accessories-11_81,5,11.81,62,2019-02-17,offline
279-62-1445,fashion-accessories-12_54,1,12.54,13.17,2019-02-21,offline
213-72-6612,food-and-beverages-43_25,2,43.25,90.83,2019-03-20,offline
746-68-6593,sports-and-travel-87_16,2,87.16,183.04,2019-01-11,offline
836-82-5858,health-and-beauty-69_37,9,69.37,655.55,2019-01-26,online
583-72-1480,electronic-accessories-37_06,4,37.06,155.65,2019-01-31,online
466-61-5506,electronic-accessories-90_70,6,90.7,571.41,2019-02-26,offline
721-86-6247,home-and-lifestyle-63_42,8,63.42,532.73,2019-03-11,online
289-65-5721,fashion-accessories-81_37,2,81.37,170.88,2019-01-26,offline
545-46-3100,electronic-accessories-10_59,3,10.59,33.36,2019-03-12,offline
418-02-5978,health-and-beauty-84_09,9,84.09,794.65,2019-02-11,offline
269-04-5750,fashion-accessories-73_82,4,73.82,310.04,2019-02-21,offline
157-13-5295,health-and-beauty-51_94,10,51.94,545.37,2019-03-09,online
645-78-8093,sports-and-travel-93_14,2,93.14,195.59,2019-01-20,online
211-30-9270,health-and-beauty-17_41,5,17.41,91.4,2019-01-28,offline
755-12-3214,fashion-accessories-44_22,5,44.22,232.16,2019-03-05,offline
346-84-3103,electronic-accessories-13_22,5,13.22,69.41,2019-03-02,offline
478-06-7835,fashion-accessories-89_69,1,89.69,94.17,2019-01-11,online
540-11-4336,food-and-beverages-24_94,9,24.94,235.68,2019-01-11,offline
448-81-5016,health-and-beauty-59_77,2,59.77,125.52,2019-03-11,offline
142-72-4741,fashion-accessories-93_20,2,93.2,195.72,2019-02-28,offline
217-58-1179,home-and-lifestyle-62_65,4,62.65,263.13,2019-01-05,offline
376-02-8238,home-and-lifestyle-93_87,8,93.87,788.51,2019-02-02,offline
530-90-9855,home-and-lifestyle-47_59,8,47.59,399.76,2019-01-01,offline
866-05-7563,electronic-accessories-81_40,3,81.4,256.41,2019-02-09,offline
604-70-6476,fashion-accessories-17_94,5,17.94,94.19,2019-01-23,online
799-71-1548,electronic-accessories-77_72,4,77.72,326.42,2019-01-07,offline
785-13-7708,food-and-beverages-73_06,7,73.06,536.99,2019-01-14,offline
845-51-0542,food-and-beverages-46_55,9,46.55,439.9,2019-02-02,online
662-47-5456,fashion-accessories-35_19,10,35.19,369.5,2019-03-17,offline
883-17-4236,sports-and-travel-14_39,2,14.39,30.22,2019-03-02,offline
290-68-2984,home-and-lifestyle-23_75,4,23.75,99.75,2019-03-16,offline
704-11-6354,home-and-lifestyle-58_90,8,58.9,494.76,2019-01-06,offline
110-48-7033,fashion-accessories-32_62,4,32.62,137,2019-01-29,offline
366-93-0948,electronic-accessories-66_35,1,66.35,69.67,2019-01-31,offline
729-09-9681,home-and-lifestyle-25_91,6,25.91,163.23,2019-02-05,online
151-16-1484,electronic-accessories-32_25,4,32.25,135.45,2019-02-13,online
380-94-4661,electronic-accessories-65_94,4,65.94,276.95,2019-02-07,offline
850-41-9669,electronic-accessories-75_06,9,75.06,709.32,2019-03-19,online
821-07-3596,fashion-accessories-16_45,4,16.45,69.09,2019-03-07,online
655-85-5130,fashion-accessories-38_30,4,38.3,160.86,2019-03-13,offline
447-15-7839,sports-and-travel-22_24,10,22.24,233.52,2019-02-09,offline
154-74-7179,sports-and-travel-54_45,1,54.45,57.17,2019-02-26,online
253-12-6086,sports-and-travel-98_40,7,98.4,723.24,2019-03-12,offline
808-65-0703,home-and-lifestyle-35_47,4,35.47,148.97,2019-03-14,offline
571-94-0759,food-and-beverages-74_60,10,74.6,783.3,2019-01-08,offline
144-51-6085,home-and-lifestyle-70_74,4,70.74,297.11,2019-01-05,offline
731-14-2199,home-and-lifestyle-35_54,10,35.54,373.17,2019-01-04,online
783-09-1637,sports-and-travel-67_43,5,67.43,354.01,2019-03-06,online
687-15-1097,health-and-beauty-21_12,2,21.12,44.35,2019-01-03,offline
126-54-1082,home-and-lifestyle-21_54,9,21.54,203.55,2019-01-07,offline
633-91-1052,home-and-lifestyle-12_03,2,12.03,25.26,2019-01-27,offline
477-24-6490,health-and-beauty-99_71,6,99.71,628.17,2019-02-26,online
566-19-5475,fashion-accessories-47_97,7,47.97,352.58,2019-01-07,offline
526-86-8552,home-and-lifestyle-21_82,10,21.82,229.11,2019-01-07,offline
376-56-3573,fashion-accessories-95_42,4,95.42,400.76,2019-02-02,online
537-72-0426,fashion-accessories-70_99,10,70.99,745.39,2019-03-20,offline
828-61-5674,sports-and-travel-44_02,10,44.02,462.21,2019-03-20,offline
136-08-6195,home-and-lifestyle-69_96,8,69.96,587.66,2019-02-15,offline
523-38-0215,home-and-lifestyle-37_00,1,37,38.85,2019-03-06,offline
490-29-1201,sports-and-travel-15_34,1,15.34,16.11,2019-01-06,offline
667-92-0055,health-and-beauty-99_83,6,99.83,628.93,2019-03-04,online
565-17-3836,health-and-beauty-47_67,4,47.67,200.21,2019-03-12,offline
498-41-1961,health-and-beauty-66_68,5,66.68,350.07,2019-02-20,offline
593-95-4461,home-and-lifestyle-74_86,1,74.86,78.6,2019-03-24,offline
226-71-3580,sports-and-travel-23_75,9,23.75,224.44,2019-01-31,offline
283-79-9594,food-and-beverages-48_51,7,48.51,356.55,2019-01-25,offline
430-60-3493,home-and-lifestyle-94_88,7,94.88,697.37,2019-02-03,offline
139-20-0155,electronic-accessories-40_30,10,40.3,423.15,2019-01-24,offline
558-80-4082,electronic-accessories-27_85,7,27.85,204.7,2019-03-14,online
278-97-7759,electronic-accessories-62_48,1,62.48,65.6,2019-02-18,offline
316-68-6352,food-and-beverages-36_36,2,36.36,76.36,2019-01-21,offline
585-03-5943,health-and-beauty-18_11,10,18.11,190.16,2019-03-13,online
211-05-0490,electronic-accessories-51_92,5,51.92,272.58,2019-03-03,offline
727-75-6477,electronic-accessories-28_84,4,28.84,121.13,2019-03-29,offline
744-02-5987,home-and-lifestyle-78_38,6,78.38,493.79,2019-01-10,online
307-83-9164,home-and-lifestyle-60_01,4,60.01,252.04,2019-01-25,offline
779-06-0012,home-and-lifestyle-88_61,1,88.61,93.04,2019-01-19,offline
446-47-6729,fashion-accessories-99_82,2,99.82,209.62,2019-01-02,offline
573-10-3877,health-and-beauty-39_01,1,39.01,40.96,2019-03-12,offline
735-06-4124,food-and-beverages-48_61,1,48.61,51.04,2019-02-25,offline
439-54-7422,electronic-accessories-51_19,4,51.19,215,2019-03-18,offline
396-90-2219,electronic-accessories-14_96,8,14.96,125.66,2019-02-23,offline
411-77-0180,electronic-accessories-72_20,7,72.2,530.67,2019-03-26,online
286-01-5402,sports-and-travel-40_23,7,40.23,295.69,2019-03-30,offline
803-17-8013,home-and-lifestyle-88_79,8,88.79,745.84,2019-02-17,offline
512-98-1403,electronic-accessories-26_48,3,26.48,83.41,2019-03-21,online
848-42-2560,fashion-accessories-81_91,2,81.91,172.01,2019-03-05,offline
532-59-7201,sports-and-travel-79_93,6,79.93,503.56,2019-01-31,offline
181-94-6432,fashion-accessories-69_33,2,69.33,145.59,2019-02-05,online
870-76-1733,food-and-beverages-14_23,5,14.23,74.71,2019-02-01,offline
423-64-4619,health-and-beauty-15_55,9,15.55,146.95,2019-03-07,offline
227-07-4446,electronic-accessories-78_13,10,78.13,820.37,2019-02-10,offline
174-36-3675,food-and-beverages-99_37,2,99.37,208.68,2019-02-14,offline
428-83-5800,food-and-beverages-21_08,3,21.08,66.4,2019-02-09,offline
603-07-0961,electronic-accessories-74_79,5,74.79,392.65,2019-01-10,offline
704-20-4138,health-and-beauty-29_67,7,29.67,218.07,2019-03-11,offline
787-15-1757,health-and-beauty-44_07,4,44.07,185.09,2019-02-18,online
649-11-3678,food-and-beverages-22_93,9,22.93,216.69,2019-02-26,offline
622-20-1945,health-and-beauty-39_42,1,39.42,41.39,2019-01-18,offline
372-94-8041,health-and-beauty-15_26,6,15.26,96.14,2019-02-15,online
563-91-7120,fashion-accessories-61_77,5,61.77,324.29,2019-03-08,offline
746-54-5508,home-and-lifestyle-21_52,6,21.52,135.58,2019-01-17,offline
276-54-0879,sports-and-travel-97_74,4,97.74,410.51,2019-03-12,online
815-11-1168,food-and-beverages-99_78,5,99.78,523.85,2019-03-09,offline
719-76-3868,food-and-beverages-94_26,4,94.26,395.89,2019-03-12,offline
730-61-8757,health-and-beauty-51_13,4,51.13,214.75,2019-01-25,offline
340-66-0321,electronic-accessories-36_36,4,36.36,152.71,2019-03-25,offline
868-81-1752,home-and-lifestyle-22_02,9,22.02,208.09,2019-02-07,offline
634-97-8956,food-and-beverages-32_90,3,32.9,103.64,2019-02-17,offline
566-71-1091,fashion-accessories-77_02,5,77.02,404.36,2019-02-03,offline
442-48-3607,food-and-beverages-23_48,2,23.48,49.31,2019-03-14,offline
835-16-0096,sports-and-travel-14_70,5,14.7,77.17,2019-03-24,online
527-09-6272,electronic-accessories-28_45,5,28.45,149.36,2019-03-21,offline
898-04-2717,fashion-accessories-76_40,9,76.4,721.98,2019-03-19,online
692-27-8933,sports-and-travel-57_95,6,57.95,365.08,2019-02-24,offline
633-09-3463,electronic-accessories-47_65,3,47.65,150.1,2019-03-28,offline
374-17-3652,food-and-beverages-42_82,9,42.82,404.65,2019-02-05,offline
378-07-7001,electronic-accessories-48_09,3,48.09,151.48,2019-02-10,offline
433-75-6987,health-and-beauty-55_97,7,55.97,411.38,2019-03-05,online
873-95-4984,health-and-beauty-76_90,7,76.9,565.22,2019-02-15,offline
416-13-5917,food-and-beverages-97_03,5,97.03,509.41,2019-01-30,online
150-89-8043,sports-and-travel-44_65,3,44.65,140.65,2019-02-14,offline
135-84-8019,fashion-accessories-77_93,9,77.93,736.44,2019-02-27,online
441-94-7118,electronic-accessories-71_95,1,71.95,75.55,2019-02-04,offline
725-96-3778,home-and-lifestyle-89_25,8,89.25,749.7,2019-01-20,offline
531-80-1784,electronic-accessories-26_02,7,26.02,191.25,2019-03-28,offline
400-45-1220,health-and-beauty-13_50,10,13.5,141.75,2019-02-27,offline
860-79-0874,fashion-accessories-99_30,10,99.3,1042.65,2019-02-15,offline
834-61-8124,electronic-accessories-51_69,7,51.69,379.92,2019-01-26,offline
115-99-4379,fashion-accessories-54_73,7,54.73,402.27,2019-03-14,offline
565-67-6697,home-and-lifestyle-27_00,9,27,255.15,2019-03-02,offline
320-49-6392,electronic-accessories-30_24,1,30.24,31.75,2019-03-04,offline
889-04-9723,food-and-beverages-89_14,4,89.14,374.39,2019-01-07,offline
632-90-0281,fashion-accessories-37_55,10,37.55,394.27,2019-03-08,offline
